DOI,spin,gate,entanglement,cavity,photon,state,phase,scheme,frequency,measurement,atom,polarization,quantum dot,circuit,silicon,channel,information,device,waveguide,protocol,chip,interaction,mode,control,quantum state,fidelity,microwave,couple,generation,source,resonator,quantum network,interface,crystal,ion,field,level,process,memory,loss,environment,distribution,rate,emitter,detection,computation,technology
10.1103/PhysRevX.8.041050,23.31,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,1.32,1.82,0.0,11.62,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-018-0199-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.86,0.0,2.02,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,3.57,0.0,0.0,11.12,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.121.183603,3.33,1.16,0.0,1.49,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,2.22,1.86,2.09,2.2,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0
10.1038/s41566-017-0050-y,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,2.22,1.86,2.09,0.0,0.0,0.0,0.0,0.0,9.01,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.1103/PhysRevLett.120.100501,5.0,0.0,6.65,0.0,0.0,0.51,0.0,1.38,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41566-018-0236-y,0.0,2.33,0.0,0.0,2.07,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,3.46,7.89,0.0,1.72,1.57,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.5021349,3.33,0.0,0.0,1.49,0.83,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,4.19,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.05,2.59,0.0,0.0,0.0
10.1088/1361-6668/aad8f4,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,11.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.71,1.46,0.0,0.0,7.43,0.0,2.05,0.0,0.0,0.0,0.0
10.1016/j.scib.2018.11.010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,10.12,0.86,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,1.73
10.1016/j.ssc.2017.11.013,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,3.79,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,0.0,0.0,1.86,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1555-6611/aae279,0.0,3.49,0.0,1.49,0.0,0.51,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.98.033833,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.78,0.0,0.0,6.67,0.0,4.19,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.98.050101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1002/andp.201800114,0.0,0.0,1.11,0.0,0.83,1.54,0.0,0.0,0.0,2.64,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0
10.1364/OPTICA.5.001492,0.0,1.16,0.0,2.98,2.07,0.0,1.78,0.0,1.9,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,4.19,0.0,0.0,1.7,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.98.043842,0.0,0.0,0.0,5.96,1.66,1.54,8.91,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,1.46,0.0,2.2,0.0,0.0,0.0,0.0,11.41,0.0,0.0
10.1088/1367-2630/aa9b5c,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,14.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.26.021219,8.33,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.86,7.87,0.0,0.0,0.0,1.7,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,2.09,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0
10.1088/1555-6611/aac904,1.67,10.47,0.0,1.49,2.07,0.0,0.0,6.89,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.73
10.1038/s41567-018-0241-6,0.0,3.49,0.0,1.49,2.9,1.54,0.0,1.38,0.0,0.0,10.91,0.0,0.0,0.0,0.0,0.0,1.72,0.0,2.02,1.57,0.0,3.39,1.62,3.83,0.0,1.38,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.59,0.0,0.0,0.0
10.1007/s11128-018-1979-6,0.0,3.49,0.0,4.47,0.0,0.0,3.57,1.38,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,1.38,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2040-8986/aad793,0.0,0.0,0.0,0.0,1.24,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,5.35,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.14,4.09,0.0,0.0,0.0,0.0
10.1103/PhysRevA.98.013801,0.0,0.0,1.11,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.98.052304,0.0,0.0,1.11,5.96,2.49,3.6,0.0,2.75,0.0,0.0,5.46,1.68,0.0,0.0,0.0,2.02,1.72,0.0,0.0,1.57,0.0,0.0,0.0,0.0,3.21,2.75,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.2,0.0,2.14,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.97.012321,0.0,0.0,2.22,0.0,0.83,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1612-202X/aabf1a,0.0,4.66,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0
10.1007/s00340-017-6871-z,0.0,0.0,0.0,0.0,0.83,2.57,3.57,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,1.57,0.0,3.15,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0
10.1038/s41565-018-0091-5,19.98,1.16,0.0,0.0,4.15,2.06,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.86,0.0,6.07,0.0,2.09,0.0,0.0,0.0,0.0,1.38,0.0,0.0,1.78,0.0,0.0,1.86,8.38,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-018-0071-6,0.0,0.0,0.0,10.43,0.83,0.0,0.0,0.0,0.0,0.0,3.64,0.0,3.87,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,1.7,1.62,0.0,0.0,0.0,0.0,1.78,0.0,0.0,2.22,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.physe.2017.08.020,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,3.71,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0
10.1209/0295-5075/121/54001,0.0,4.66,0.0,0.0,0.0,0.0,1.78,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/AO.57.000377,0.0,0.0,0.0,0.0,0.41,0.51,0.0,0.0,0.0,0.0,0.0,1.68,0.0,1.73,0.0,0.0,0.0,0.0,4.05,0.0,2.09,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1038/s41467-018-03849-x,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,10.56,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-017-02775-8,0.0,0.0,0.0,0.0,0.41,0.51,0.0,0.0,0.0,0.0,1.82,3.36,0.0,1.73,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,1.86,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-018-0063-5,0.0,0.0,0.0,0.0,0.83,0.51,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.57,0.0,0.0,4.19,0.0,0.0,0.0,3.21,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.optcom.2018.06.081,0.0,0.0,0.0,4.47,0.41,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.46,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.26.016250,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.1103/PhysRevA.97.042103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.98.011802,0.0,0.0,0.0,0.0,2.49,1.03,5.35,0.0,3.79,1.32,0.0,0.0,3.87,0.0,0.0,0.0,1.72,1.57,0.0,1.57,0.0,0.0,6.47,0.0,1.6,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41598-018-34890-x,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1.7,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.8.011018,0.0,8.15,1.11,4.47,1.66,0.51,0.0,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0
10.1364/OL.43.005655,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,4.72,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,5.57,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.97.201108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,5.46,1.68,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1021/acs.nanolett.8b03937,0.0,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.0,3.87,5.19,2.63,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,1.96,2.22,0.0,0.0,2.2,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,1.73
10.1364/PRJ.6.000954,0.0,0.0,1.11,0.0,0.41,0.0,8.91,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,2.02,1.72,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-018-0069-z,0.0,2.33,0.0,0.0,0.41,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.58,1.57,0.0,0.0,0.0,0.0,0.0,1.92,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.97.042112,0.0,0.0,6.65,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12,0.86,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,1.73
10.1021/acs.nanolett.7b04717,0.0,0.0,2.22,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,4.72,0.0,0.0,2.09,0.0,0.0,1.92,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.59,2.28,0.0,0.0
10.1088/1367-2630/aae19f,0.0,0.0,2.22,0.0,0.41,0.51,0.0,0.0,0.0,1.32,0.0,6.72,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.26.032878,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1088/1367-2630/aaf2ac,3.33,0.0,0.0,0.0,0.41,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.0
10.1109/JPHOT.2017.2781731,0.0,0.0,0.0,0.0,0.41,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.97.043862,0.0,0.0,2.22,0.0,0.0,2.06,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.optcom.2018.02.071,0.0,0.0,0.0,0.0,0.83,1.03,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,3.24,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1002/andp.201800071,0.0,2.33,1.11,0.0,0.41,0.0,1.78,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.120.230402,0.0,0.0,0.0,0.0,0.0,1.54,3.57,0.0,0.0,1.32,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/sciadv.aar3931,0.0,0.0,5.54,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,8.38,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1088/1361-6455/aab5dd,0.0,1.16,0.0,0.0,1.66,0.51,0.0,1.38,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,9.13,0.0,0.0
10.1103/PhysRevX.8.021078,1.67,0.0,0.0,0.0,0.83,0.51,3.57,0.0,0.0,0.0,0.0,0.0,3.87,1.73,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.120.030502,0.0,3.49,0.0,0.0,0.41,0.0,0.0,0.0,9.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,8.26,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.10.054011,0.0,0.0,0.0,2.98,2.49,1.03,0.0,2.75,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1103/PhysRevLett.120.050404,3.33,0.0,4.43,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.97.013806,0.0,0.0,0.0,1.49,2.9,0.51,0.0,0.0,5.69,0.0,1.82,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-018-06601-7,0.0,0.0,1.11,0.0,0.41,0.0,8.91,4.13,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1103/PhysRevA.97.012335,0.0,0.0,2.22,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,1.46,4.51,4.39,0.0,10.72,0.0,0.0,0.0,0.0,1.73
10.1038/s41586-018-0375-9,5.0,0.0,0.0,0.0,0.0,0.51,7.13,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,2.02,0.86,1.57,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1038/s41534-018-0068-0,0.0,4.66,1.11,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,1.73,0.0,0.0,0.0,3.15,4.05,1.57,2.09,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.73
