DOI,gate,error,code,state,fidelity,ion,noise,measurement,spin,photon,interaction,entanglement,field,trap,quantum computer,circuit,phase,fault,control,algorithm,information,protocol,scheme,laser,frequency,dynamic,quantum computing,transition,mode,hardware,simulation,number,crosstalk,crystal,detection,optimization,device,architecture,quantum processor,platform,trapped ion,parameter,rate,scale,array,qudit,datum
10.1038/s41534-023-00737-1,1.93,0.95,0.0,0.0,2.99,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.1,1.45,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.20.014024,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1364/OE.491301,0.0,0.95,0.0,1.24,1.0,1.43,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.107.062406,0.0,2.84,0.0,1.24,0.0,0.71,7.12,4.39,0.0,0.0,8.63,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,2.03,1.44,0.0,0.0,1.46,3.25,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.48,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.107.012605,7.73,0.0,0.0,0.62,2.99,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.48,1.88,0.0,0.0,0.0,0.0,0.0
10.22331/q-2023-05-31-1024,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,1.69,0.0,0.0,1.45,5.12,0.0,0.0,0.0,1.44,0.0,3.35,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1039/d3cp02322b,0.0,0.95,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.96,0.0,0.0,0.0,0.0
10.1140/epjqt/s40507-023-00192-z,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,1.69,0.0,1.1,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,6.14,0.48,1.88,0.0,0.0,0.0,0.0,2.68
10.1002/qute.202300168,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.107.042422,3.87,1.9,0.0,2.48,1.0,1.07,8.9,1.46,0.0,0.0,0.0,0.0,0.0,1.66,4.38,5.8,0.0,15.1,0.0,0.0,2.88,0.0,1.67,0.0,0.0,1.94,2.77,0.0,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.48,0.0,5.88,0.0,0.0,0.0,2.68
10.1103/PRXQuantum.4.030312,6.44,2.84,0.0,1.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,1.44,3.38,3.35,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.3390/e25020387,3.22,0.0,0.0,1.24,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.71,0.0,0.0,4.06,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,1.53,0.48,0.0,0.0,0.0,0.0,13.48,0.0
10.21468/SciPostPhys.15.4.170,1.29,0.95,0.0,4.35,2.0,0.36,0.0,1.46,3.79,0.0,0.0,0.0,0.0,0.0,1.1,2.9,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevX.13.041035,3.87,0.95,0.0,6.21,1.0,0.0,0.0,4.39,1.9,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,4.31,0.0,1.67,1.46,0.0,0.0,1.39,2.03,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,4.11,0.0,0.0,0.48,0.0,0.0,0.0,6.82,0.0,0.0
10.1103/PRXQuantum.4.020345,0.0,0.95,9.34,1.24,0.0,0.36,1.78,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.67,0.0,0.0,0.0,1.39,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,3.97,4.11,0.0,3.07,0.0,0.0,0.0,0.0,2.27,0.0,0.0
10.1103/PhysRevX.13.041057,0.0,0.0,0.0,0.62,0.0,0.71,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.7,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,4.73,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-022-01875-7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,5.86,0.0,1.88,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1002/qute.202300056,4.51,0.0,0.0,0.62,0.0,1.78,0.0,0.0,1.9,0.0,0.0,0.0,1.69,0.0,3.29,1.45,0.0,2.16,0.0,0.0,0.0,0.0,6.7,0.0,0.0,1.94,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0
10.1038/s41534-023-00784-8,0.0,6.64,0.0,0.0,1.0,0.36,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,3.35,0.0,0.0,3.88,0.0,0.0,0.0,1.96,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevA.107.042622,3.87,0.0,0.0,0.0,4.99,1.07,14.23,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,3.42,2.16,0.0,0.0,1.44,0.0,0.0,0.0,3.25,0.0,1.39,4.06,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.130.090803,0.0,0.0,0.0,0.0,2.99,1.07,0.0,0.0,0.0,3.75,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.108.022402,1.29,0.95,0.0,0.0,1.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.107.032604,1.93,0.95,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,1.69,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,3.35,1.46,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.4.040313,0.64,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,6.57,0.0,0.0,0.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevA.107.022617,0.0,0.0,0.0,1.24,0.0,0.71,0.0,0.0,3.79,0.0,1.73,0.0,3.38,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,1.67,1.46,3.25,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.3390/s23177462,0.0,0.0,0.0,0.62,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,8.03
10.1103/PhysRevX.13.041023,0.0,1.9,0.0,0.0,0.0,0.0,1.78,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevA.107.032617,1.93,0.0,0.0,0.62,2.0,1.07,0.0,0.0,3.79,0.0,1.73,1.64,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.131.020601,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,1.9,0.0,3.45,0.0,8.45,3.31,0.0,0.0,1.71,0.0,3.22,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0145077,0.0,0.0,0.0,1.86,1.0,1.07,0.0,0.0,0.0,3.75,0.0,0.0,1.69,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.13.041052,2.58,1.9,2.33,0.62,1.0,0.71,0.0,2.93,0.0,0.0,0.0,1.64,0.0,3.31,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,1.98,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.130.221003,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,4.92,1.69,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.107.052409,2.58,0.0,0.0,1.24,0.0,0.71,5.34,2.93,0.0,1.88,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,3.38,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.108.042603,2.58,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,1.46,1.63,0.0,0.0,0.0,3.84,0.0,0.0,0.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.107.L050601,0.0,0.0,0.0,0.62,1.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,1.53,0.0,0.0,1.96,1.61,4.54,0.0,0.0
10.1103/PhysRevE.107.035304,5.15,0.95,0.0,0.62,4.99,1.43,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,1.67,2.93,0.0,0.0,1.39,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.107.042618,9.67,1.9,0.0,2.48,2.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,13.53,6.63,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,1.53,1.9,0.0,1.96,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.19.014014,3.22,0.95,0.0,0.0,2.99,1.07,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,1.46,6.5,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,0.0
10.1088/2632-2153/ace757,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,3.13,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,2.68
10.1103/PhysRevD.107.023007,0.64,0.95,0.0,0.0,0.0,0.71,1.78,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevD.107.054513,0.0,0.95,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.107.052612,1.93,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,1.39,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,13.48,0.0
10.1103/PRXQuantum.4.030334,0.0,0.0,0.0,1.86,0.0,0.36,1.78,0.0,0.0,0.0,0.0,3.28,0.0,0.0,2.19,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.4.040345,0.0,0.0,0.0,3.1,0.0,0.36,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,2.68
10.1038/s41567-023-02199-w,0.64,0.95,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,1.45,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,8.12,0.0,1.96,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0
10.1088/1367-2630/acd4db,5.8,7.58,0.0,0.0,1.0,1.43,0.0,1.46,0.0,0.0,0.0,0.0,1.69,3.31,0.0,0.0,11.96,0.0,0.0,0.0,0.0,0.0,0.0,1.46,4.88,0.0,0.0,2.03,5.75,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-023-02162-9,0.0,0.0,0.0,0.62,0.0,0.71,0.0,8.79,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-023-37375-2,3.87,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.73,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.95,0.0,0.0,0.0,0.0,20.22,0.0
10.1038/s41534-023-00730-8,0.64,0.95,0.0,0.0,0.0,1.07,3.56,1.46,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3.13,1.56,0.0,0.0,0.0,2.37,0.0,2.05,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0
10.1021/acs.jpclett.3c01166,0.0,0.95,0.0,0.62,1.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-023-00787-5,0.0,0.0,0.0,2.48,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/sciadv.adh2594,0.0,0.0,0.0,0.62,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,5.07,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.44,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3.13,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0149778,0.0,0.0,0.0,0.0,1.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,1.46,0.0,0.0,1.39,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.96,1.61,2.27,0.0,0.0
10.1007/s00340-023-08106-8,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,3.38,1.66,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41598-024-60478-9,1.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,4.73,3.97,0.0,0.0,1.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/ad085b,0.64,0.0,0.0,2.48,0.0,0.36,0.0,0.0,0.0,0.0,1.73,0.0,1.69,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,1.46,3.25,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.96,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.21.054067,0.0,0.0,0.0,2.48,2.99,0.71,0.0,0.0,3.79,1.88,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,1.96,1.56,0.0,0.0,12.36,9.89,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1.96,0.0,2.27,0.0,2.68
10.1103/PhysRevA.110.L030202,0.0,0.0,0.0,1.24,0.0,0.0,0.0,1.46,0.0,0.0,1.73,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-024-00816-x,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,3.42,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.109.022615,2.58,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.53,0.48,0.0,0.0,0.0,0.0,13.48,0.0
10.1103/PhysRevA.109.043106,0.0,2.84,0.0,0.0,1.0,2.14,0.0,0.0,0.0,0.0,1.73,0.0,6.76,4.97,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,5.82,2.77,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0173126,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.31,1.1,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-024-50864-2,1.29,1.9,0.0,2.48,2.0,0.71,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,1.61,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,1.82,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.133.050203,0.0,0.0,0.0,2.48,0.0,0.0,0.0,4.39,0.0,0.0,0.0,8.21,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.5.030321,1.29,1.9,0.0,0.62,0.0,1.07,0.0,0.0,0.0,0.0,5.18,0.0,1.69,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevA.110.022607,0.64,3.79,30.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,4.69,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.48,0.0,1.96,0.0,0.0,0.0,0.0
10.1140/epjqt/s40507-024-00250-0,0.64,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.1,4.35,0.0,2.16,0.0,0.0,1.44,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,30.33,0.0
